PW-Taxon	PW-SizeClass	PEG-Taxon	PEG-SizeClass	PW-Taxon att behålla trots ej i PEG	PW-sizeClass att beh
Stephanodiscus rotula	5	Stephanodiscus rotula	5		
Stephanodiscus rotula	32	Stephanodiscus rotula			
Stephanodiscus spp	1	Stephanodiscus	1		
Stephanodiscus spp	2	Stephanodiscus	2		
Stephanodiscus spp	3	Stephanodiscus	3		
Stephanodiscus spp	4	Stephanodiscus	4		
Stephanodiscus spp	32	Stephanodiscus			
Stephanopyxis turris	0	Stephanopyxis turris			
Stephanopyxis turris	1	Stephanopyxis turris	1		
Stephanopyxis turris	2	Stephanopyxis turris			
Stephanopyxis turris	32	Stephanopyxis turris			
Striatella unipunctata	1	Striatella unipunctata	1		
Striatella unipunctata	32	Striatella unipunctata			
Strobilidium epacrum	32	Strobilidium			
Strobilidium sphaericum	1	Strobilidium sphaericum			
Strobilidium sphaericum	32	Strobilidium sphaericum			
Strobilidium spp	0	Strobilidium			
Strobilidium spp	1	Strobilidium			
Strobilidium spp	2	Strobilidium			
Strobilidium spp	32	Strobilidium			
Strombidinopsis sp	32	Strombidinopsis			
Strombidinopsis spA	0	Strombidinopsis			
Strombidinopsis spp	1	Strombidinopsis			
Strombidinopsis spp	2	Strombidinopsis			
Strombidinopsis spp	3	Strombidinopsis			
Strombidium chlorophilum	1	Strombidium chlorophilum			
Strombidium lynni	1	Strombidium			
Strombidium sp	8	Strombidium			
Strombidium sp.3	1	Strombidium			
Strombidium sp.A	1	Strombidium			
Strombidium sp.B	2	Strombidium			
Strombidium spp	1	Strombidium			
Strombidium spp	7	Strombidium			
Strombidium spp	8	Strombidium			
Strombidium spp	9	Strombidium			
Strombidium spp	10	Strombidium			
Strombidium spp	11	Strombidium			
Strombidium spp	12	Strombidium			
Strombidium spp	13	Strombidium			
Strombidium spp	2	Strombidium			
Strombidium spp	3	Strombidium			
Strombidium spp	4	Strombidium			
Strombidium spp	5	Strombidium			
Strombidium spp	6	Strombidium			
Strombidium spp	32	Strombidium			
Strombidium/Tontonia spp	0			Ciliophora	2
Strombidium/Tontonia spp	2			Ciliophora	4
Surirella biseriata	1	Surirella biseriata	1		
Surirella biseriata	2	Surirella biseriata	2		
Surirella biseriata	32	Surirella biseriata			
Surirella capronii	1	Surirella capronii	1		
Surirella capronii	2	Surirella capronii	2		
Surirella capronii	3	Surirella capronii	3		
Surirella capronii	32	Surirella capronii			
Surirella crumena	1	Surirella crumena	1		
Surirella crumena	2	Surirella crumena	2		
Surirella crumena	32	Surirella crumena			
Surirella minuta	1	Surirella minuta	1		
Surirella minuta	2	Surirella minuta	2		
Surirella minuta	32	Surirella minuta			
Surirella robusta	1	Surirella robusta	1		
Surirella robusta	32	Surirella robusta			
Synechococcus sp	1	Synechococcus	1		
Synechococcus sp	2	Synechococcus	1		
Synechococcus sp	3	Synechococcus	3		
Synechococcus sp	4	Synechococcus	3		
Synechococcus sp	5	Synechococcus			
Synechococcus sp	6	Synechococcus			
Synechococcus sp	32	Synechococcus			
Synechocystis sp	1	Synechocystis			
Synechocystis sp	32	Synechocystis			
Synedra acus var. acus	1	Synedra acus var. acus	1		
Synedra acus var. acus	2	Synedra acus var. acus	2		
Synedra acus var. acus	3	Synedra acus var. acus	3		
Synedra acus var. acus	32	Synedra acus var. acus			
Synedra ulna	1	Synedra ulna			
Synedra ulna	2	Synedra ulna			
Synedra ulna	3	Synedra ulna			
Synedra ulna	32	Synedra ulna			
Synura spp	1	Synura	1		
Synura spp	32	Synura			
Synura uvella	1	Synura uvella	1		
Synura uvella	2	Synura uvella	2		
Synura uvella	32	Synura uvella			
Tabellaria fenestrata	1	Tabellaria fenestrata	1		
Tabellaria fenestrata	2	Tabellaria fenestrata	2		
Tabellaria fenestrata	3	Tabellaria fenestrata	3		
Tabellaria fenestrata	32	Tabellaria fenestrata			
Tabularia fasciculata	1	Tabularia fasciculata	1		
Tabularia fasciculata	2	Tabularia fasciculata	2		
Tabularia fasciculata	3	Tabularia fasciculata	3		
Tabularia fasciculata	4	Tabularia fasciculata	4		
Tabularia fasciculata	32	Tabularia fasciculata			
Teleaulax acuta	1	Teleaulax acuta	1		
Teleaulax acuta	2	Teleaulax acuta	2		
Teleaulax acuta	3	Teleaulax acuta	3		
Teleaulax acuta	32	Teleaulax acuta			
Teleaulax amphioxeia	1	Teleaulax amphioxeia	1		
Teleaulax amphioxeia	2	Teleaulax amphioxeia	2		
Teleaulax amphioxeia	3	Teleaulax amphioxeia	3		
Teleaulax amphioxeia	4	Teleaulax amphioxeia			
Teleaulax amphioxeia	32	Teleaulax amphioxeia			
Teleaulax spp	1	Teleaulax	1		
Teleaulax spp	2	Teleaulax	2		
Teleaulax spp	3	Teleaulax	3		
Teleaulax spp	4	Teleaulax	4		
Teleaulax spp	32	Teleaulax			
Telonema spp	1	Telonema	1		
Telonema spp	32	Telonema			
Telonema subtile	0	Telonema subtile			
Telonema subtile	1	Telonema subtile	1		
Telonema subtile	2	Telonema subtile	2		
Telonema subtile	32	Telonema subtile			
Tetraëdron caudatum	1	Tetraëdron caudatum	1		
Tetraëdron caudatum	32	Tetraëdron caudatum			
Tetraëdron minimum	1	Tetraëdron minimum	1		
Tetraëdron minimum	2	Tetraëdron minimum	2		
Tetraselmis cordiformis	1	Tetraselmis cordiformis	1		
Tetraselmis cordiformis	32	Tetraselmis cordiformis			
Tetraspora lemmermannii	1	Tetraspora lemmermannii	1		
Tetraspora lemmermannii	32	Tetraspora lemmermannii			
Tetrastrum elegans	1	Tetrastrum elegans	1		
Tetrastrum elegans	2	Tetrastrum elegans	2		
Tetrastrum spp	1	Tetrastrum	1		
Tetrastrum spp	32	Tetrastrum			
Tetrastrum staurogeniaeforme	1	Tetrastrum staurogeniaeforme	1		
Tetrastrum staurogeniaeforme	2	Tetrastrum staurogeniaeforme	2		
Thalassionema nitzschioides	1	Thalassionema nitzschioides	1		
Thalassionema nitzschioides	2	Thalassionema nitzschioides	2		
Thalassionema nitzschioides	3	Thalassionema nitzschioides	3		
Thalassionema nitzschioides	4	Thalassionema nitzschioides	4		
Thalassionema nitzschioides	5	Thalassionema nitzschioides	5		
Thalassionema nitzschioides	6	Thalassionema nitzschioides	6		
Thalassionema nitzschioides	7	Thalassionema nitzschioides	7		
Thalassionema nitzschioides	8	Thalassionema nitzschioides	8		
Thalassionema nitzschioides	9	Thalassionema nitzschioides			
Thalassionema nitzschioides	10	Thalassionema nitzschioides			
Thalassionema nitzschioides	11	Thalassionema nitzschioides			
Thalassionema nitzschioides	12	Thalassionema nitzschioides			
Thalassionema nitzschioides	13	Thalassionema nitzschioides			
Thalassionema nitzschioides	14	Thalassionema nitzschioides			
Thalassionema nitzschioides	15	Thalassionema nitzschioides			
Thalassionema nitzschioides	32	Thalassionema nitzschioides			
Thalassionema spp	32	Thalassionema			
Thalassiosira angulata	0	Thalassiosira angulata			
Thalassiosira angulata	1	Thalassiosira angulata	1		
Thalassiosira angulata	2	Thalassiosira angulata	2		
Thalassiosira angulata	3	Thalassiosira angulata	3		
Thalassiosira angulata	4	Thalassiosira angulata	4		
Thalassiosira angulata	5	Thalassiosira angulata	5		
Thalassiosira angulata	6	Thalassiosira angulata	6		
Thalassiosira angulata	7	Thalassiosira angulata	7		
Thalassiosira angulata	8	Thalassiosira angulata	8		
Thalassiosira angulata	32	Thalassiosira angulata			
Thalassiosira anguste-lineata	1	Thalassiosira anguste-lineata	1		
Thalassiosira anguste-lineata	2	Thalassiosira anguste-lineata	2		
Thalassiosira anguste-lineata	3	Thalassiosira anguste-lineata	3		
Thalassiosira anguste-lineata	4	Thalassiosira anguste-lineata	4		
Thalassiosira anguste-lineata	5	Thalassiosira anguste-lineata	5		
Thalassiosira anguste-lineata	6	Thalassiosira anguste-lineata	6		
Thalassiosira anguste-lineata	32	Thalassiosira anguste-lineata			
Thalassiosira constricta	1	Thalassiosira constricta	1		
Thalassiosira constricta	2	Thalassiosira constricta	2		
Thalassiosira constricta	32	Thalassiosira constricta			
Thalassiosira constricta forma restingspores	0	Thalassiosira constricta			
Thalassiosira constricta_restingspore	0	Thalassiosira			
Thalassiosira constricta_restingspore	32	Thalassiosira			
Thalassiosira decipiens	1	Thalassiosira decipiens	1		
Thalassiosira decipiens	2	Thalassiosira decipiens	2		
Thalassiosira decipiens	3	Thalassiosira decipiens	3		
Thalassiosira decipiens	32	Thalassiosira decipiens			
Thalassiosira delicatula	0	Thalassiosira delicatula			
Thalassiosira delicatula	1	Thalassiosira delicatula			
Thalassiosira delicatula	2	Thalassiosira delicatula			
Thalassiosira delicatula	3	Thalassiosira delicatula			
Thalassiosira delicatula	4	Thalassiosira delicatula			
Thalassiosira delicatula	32	Thalassiosira delicatula			
Thalassiosira eccentrica	1	Thalassiosira eccentrica	1		
Thalassiosira eccentrica	2	Thalassiosira eccentrica	2		
Thalassiosira eccentrica	32	Thalassiosira eccentrica			
Thalassiosira gravida	1	Thalassiosira gravida	1		
Thalassiosira gravida	2	Thalassiosira gravida	2		
Thalassiosira gravida	32	Thalassiosira gravida			
Thalassiosira guillardii	1	Thalassiosira guillardii	1		
Thalassiosira guillardii	32	Thalassiosira guillardii			
Thalassiosira hyperborea var. pelagica	1	Thalassiosira hyperborea var. pelagica	1		
Thalassiosira hyperborea var. pelagica	32	Thalassiosira hyperborea var. pelagica			
Thalassiosira lacustris	1	Thalassiosira lacustris	1		
Thalassiosira lacustris	2	Thalassiosira lacustris	2		
Thalassiosira lacustris	3	Thalassiosira lacustris	3		
Thalassiosira lacustris	4	Thalassiosira lacustris	4		
Thalassiosira lacustris	32	Thalassiosira lacustris			
Thalassiosira levanderi	1	Thalassiosira levanderi	1		
Thalassiosira levanderi	2	Thalassiosira levanderi	2		
Thalassiosira levanderi	3	Thalassiosira levanderi	3		
Thalassiosira levanderi	4	Thalassiosira levanderi	4		
Thalassiosira levanderi	5	Thalassiosira levanderi	5		
Thalassiosira levanderi	6	Thalassiosira levanderi			
Thalassiosira levanderi	32	Thalassiosira levanderi			
Thalassiosira minima	1	Thalassiosira minima	1		
Thalassiosira minima	2	Thalassiosira minima			
Thalassiosira minima	3	Thalassiosira minima			
Thalassiosira minima	32	Thalassiosira minima			
Thalassiosira nordenskioeldii	1	Thalassiosira nordenskioeldii	1		
Thalassiosira nordenskioeldii	2	Thalassiosira nordenskioeldii	2		
Thalassiosira nordenskioeldii	3	Thalassiosira nordenskioeldii	3		
Thalassiosira nordenskioeldii	4	Thalassiosira nordenskioeldii	4		
Thalassiosira nordenskioeldii	5	Thalassiosira nordenskioeldii	5		
Thalassiosira nordenskioeldii	6	Thalassiosira nordenskioeldii	6		
Thalassiosira nordenskioeldii	32	Thalassiosira nordenskioeldii			
Thalassiosira nordenskioeldii_restingspore	1	Thalassiosira nordenskioeldii	2		
Thalassiosira nordenskioeldii_restingspore	5	Thalassiosira nordenskioeldii	2		
Thalassiosira nordenskioeldii_restingspore	6	Thalassiosira nordenskioeldii	6		
Thalassiosira proschkinae	1	Thalassiosira proschkinae	1		
Thalassiosira proschkinae	32	Thalassiosira proschkinae			
Thalassiosira pseudonana	1	Thalassiosira pseudonana	1		
Thalassiosira pseudonana	2	Thalassiosira pseudonana	2		
Thalassiosira pseudonana	32	Thalassiosira pseudonana			
Thalassiosira punctigera	1	Thalassiosira punctigera	1		
Thalassiosira punctigera	2	Thalassiosira punctigera	2		
Thalassiosira punctigera	3	Thalassiosira punctigera	3		
Thalassiosira punctigera	4	Thalassiosira punctigera			
Thalassiosira punctigera	5	Thalassiosira punctigera			
Thalassiosira punctigera	6	Thalassiosira punctigera			
Thalassiosira punctigera	32	Thalassiosira punctigera			
Thalassiosira rotula	0	Thalassiosira rotula			
Thalassiosira rotula	1	Thalassiosira rotula	1		
Thalassiosira rotula	2	Thalassiosira rotula	4		
Thalassiosira rotula	3	Thalassiosira rotula	5		
Thalassiosira rotula	4	Thalassiosira rotula	4		
Thalassiosira rotula	5	Thalassiosira rotula	3		
Thalassiosira rotula	32	Thalassiosira rotula			
Thalassiosira spp	1	Thalassiosira	1		
Thalassiosira spp	2	Thalassiosira	2		
Thalassiosira spp	3	Thalassiosira	3		
Thalassiosira spp	4	Thalassiosira	4		
Thalassiosira spp	5	Thalassiosira	5		
Thalassiosira spp	6	Thalassiosira	6		
Thalassiosira spp	7	Thalassiosira	7		
Thalassiosira spp	8	Thalassiosira	8		
Thalassiosira spp	9	Thalassiosira	9		
Thalassiosira spp	10	Thalassiosira	10		
Thalassiosira spp	11	Thalassiosira	11		
Thalassiosira spp	12	Thalassiosira	12		
Thalassiosira spp	32	Thalassiosira			
Thalassiosira weissflogii	1	Thalassiosira weissflogii	1		
Thalassiosira weissflogii	2	Thalassiosira weissflogii	3		
Thalassiosira weissflogii	32	Thalassiosira weissflogii			
Thalassiothrix longissima	1	Thalassiothrix longissima	1		
Thalassiothrix longissima	32	Thalassiothrix longissima			
Thekate spp	0	Peridiniales spp	2		
Thekate spp	1	Peridiniales spp	2		
Thekate spp	2	Peridiniales spp	3		
Thekate spp	3	Peridiniales spp	5		
Thekate spp	4	Peridiniales spp	6		
Thekate spp	5	Peridiniales spp	7		
Thekate spp	6	Peridiniales spp	4		
Thekate spp	7	Peridiniales spp	1		
Thekate spp	8	Peridiniales spp	7		
Thekate spp	9	Peridiniales spp	4		
Tiarina fusus	0	Tiarina fusus			
Tiarina fusus	1	Tiarina fusus			
Tiarina fusus	32	Tiarina fusus			
Tintinnid sp	1			Ciliophora	2
Tintinnid sp	2			Ciliophora	32
Tintinnid sp	3			Ciliophora	4
Tintinnid sp	4			Ciliophora	4
Tintinnid sp	5			Ciliophora	5
Tintinnidium musicola	32				
Tintinnids spp	0			Ciliophora	32
Tintinnopsis spp	0	Tintinnopsis			
Tintinnopsis spp	1	Tintinnopsis			
Tintinnopsis spp	2	Tintinnopsis			
Tintinnopsis spp	3	Tintinnopsis			
Tintinnopsis spp	4	Tintinnopsis			
Tintinnopsis spp	5	Tintinnopsis			
Tintinnopsis spp	6	Tintinnopsis			
Tintinnopsis spp	32	Tintinnopsis			
Tintinnopsis tubulosa	0	Tintinnopsis			
Tintinnopsis tubulosa	32	Tintinnopsis			
Tontonia spp	1	Tontonia			
Tontonia spp	2	Tontonia			
Tontonia spp	3	Tontonia			
Tontonia spp	4	Tontonia			
Tontonia spp	5	Tontonia			
Tontonia spp	6	Tontonia			
Tontonia spp	32	Tontonia			
Torodinium robustum	1	Torodinium robustum	1		
Torodinium robustum	2	Torodinium robustum	4		
Torodinium robustum	3	Torodinium robustum	5		
Torodinium robustum	4	Torodinium robustum	3		
Torodinium robustum	5	Torodinium robustum	2		
Torodinium robustum	6	Torodinium robustum	7		
Torodinium robustum	7	Torodinium robustum	6		
Torodinium robustum	32	Torodinium robustum			
Torodinium teredo	0	Torodinium teredo			
Torodinium teredo	1	Torodinium teredo			
Torodinium teredo	2	Torodinium teredo			
Trachelomonas spp	1	Trachelomonas	1		
Trachelomonas spp	2	Trachelomonas	2		
Trachelomonas spp	32	Trachelomonas			
Trachelomonas volvocina	1	Trachelomonas volvocina	1		
Trachelomonas volvocina	32	Trachelomonas volvocina			
Treubaria triappendiculata	1	Treubaria triappendiculata	1		
Treubaria triappendiculata	2	Treubaria triappendiculata	2		
Treubaria triappendiculata	3	Treubaria triappendiculata	3		
Treubaria triappendiculata	4	Treubaria triappendiculata	4		
Treubaria triappendiculata	32	Treubaria triappendiculata			
Unicell spp	5	Unicell spp	5		
Unicell spp	6	Unicell spp	6		
Unicell spp	7	Unicell spp	7		
Unicell spp	8	Unicell spp	5		
Unicell spp	9	Unicell spp	6		
Unicell spp	10	Unicell spp	6		
Unicell spp	11	Unicell spp	6		
Unicell spp	12	Unicell spp	7		
Unicell spp	13	Unicell spp	7		
Unicell spp	14	Unicell spp			
Unicell spp	15	Unicell spp			
Unicell spp	16	Unicell spp			
Unicell spp	17	Unicell spp			
Unicell spp	18	Unicell spp			
Unicell spp	19	Unicell spp			
Unicell spp	20	Unicell spp			
Unicell spp	21	Unicell spp			
Unicell spp	32	Unicell spp			32
Unicell spp	1	Unicell spp	1		
Unicell spp	2	Unicell spp	2		
Unicell spp	3	Unicell spp	3		
Unicell spp	4	Unicell spp	4		
Unidentified_tintinnids spp	32			Ciliophora	32
Uniflagellate spB	0	Flagellates spp	3		
Uroglena americana	1	Uroglena americana	1		
Uroglena americana	32	Uroglena americana			
Uronema sp	0	Uronema			
Uronema spp	1	Uronema			
Uronema spp	32	Uronema			
Vanella spp	32				
Warnowia parva	1	Warnowia parva			
Warnowia parva	32	Warnowia parva			
Warnowia spp	32	Warnowia			
Verrucophora farcimen	32	Verrucophora farcimen			
Westella botryoides	1	Westella botryoides	1		
Westella botryoides	2	Westella botryoides	2		
Westella botryoides	3	Westella botryoides	3		
Westella botryoides	32	Westella botryoides			
White bead spp	2				
White bead spp	1				
Willea irregularis	1	Willea irregularis	1		
Willea irregularis	2	Willea irregularis	2		
Willea irregularis	3	Willea irregularis	3		
Willea irregularis	32	Willea irregularis			
Woronichinia fusca	1	Woronichinia fusca	1		
Woronichinia fusca	2	Woronichinia fusca	2		
Woronichinia fusca	3	Woronichinia fusca	3		
Woronichinia fusca	4	Woronichinia fusca	4		
Woronichinia fusca	32	Woronichinia fusca			
Woronichinia karelica	1	Woronichinia karelica	1		
Woronichinia karelica	2	Woronichinia karelica	2		
Woronichinia karelica	3	Woronichinia karelica	3		
Woronichinia karelica	4	Woronichinia karelica	4		
Woronichinia karelica	32	Woronichinia karelica			
Woronichinia naegeliana	1	Woronichinia naegeliana	1		
Woronichinia naegeliana	2	Woronichinia naegeliana	2		
Woronichinia naegeliana	3	Woronichinia naegeliana	3		
Woronichinia naegeliana	4	Woronichinia naegeliana	4		
Woronichinia naegeliana	32	Woronichinia naegeliana			
Woronichinia spp	1	Woronichinia	1		
Woronichinia spp	2	Woronichinia	2		
Woronichinia spp	3	Woronichinia	3		
Woronichinia spp	4	Woronichinia	4		
Woronichinia spp	32	Woronichinia			
